cidade,estado,area,num_quartos,num_banheiros,num_andares,aceita_animais,mobilia,valor_aluguel,valor_condominio,valor_iptu,valor_seguro_incendio
2,2,200,4,2,7,0,0,2550,850,9,34
2,2,45,1,1,5,1,0,1631,500,192,12
0,0,360,4,5,1,1,0,6410,4000,2000,82
0,0,40,1,1,10,1,1,2829,978,0,33
2,2,100,3,1,13,0,0,1220,700,10,17
3,3,42,1,1,2,1,1,1770,190,17,26
4,0,250,3,3,1,1,0,1700,2200,256,22
4,0,48,1,1,2,1,1,1600,505,59,21
1,1,90,3,3,10,1,0,3800,1250,147,49
0,0,45,1,2,15,1,1,3900,856,150,50
1,1,150,2,3,6,1,0,4000,1700,700,52
0,0,60,2,1,2,1,0,1445,200,0,19
0,0,31,1,1,4,1,0,2350,370,56,30
0,0,210,4,5,4,0,0,9000,1650,772,115
0,0,280,3,1,1,1,0,6000,0,113,91
4,0,93,2,3,9,1,0,5500,663,133,70
3,3,75,3,2,9,1,0,1800,340,109,27
0,0,194,3,4,1,1,0,4000,0,70,61
0,0,41,1,1,6,1,1,4000,523,131,51
1,1,65,1,1,8,1,1,5100,2000,250,66
0,0,70,2,1,13,1,0,2150,761,67,28
0,0,278,4,5,16,1,1,9000,4052,1261,115
1,1,35,1,1,5,1,0,1521,306,21,20
4,0,300,4,4,2,1,0,6000,2300,417,77
0,0,61,2,1,4,1,0,1850,459,0,24
1,1,130,3,2,7,1,0,1700,1660,475,22
1,1,80,2,1,20,1,0,900,500,90,12
0,0,164,4,4,6,0,0,5000,2159,386,64
2,2,220,4,2,3,1,0,2422,450,125,33
0,0,45,1,1,1,1,0,1050,0,46,16
0,0,108,3,2,7,1,0,5600,1290,435,71
2,2,128,1,1,4,1,1,2100,418,182,28
1,1,60,1,1,10,0,0,1800,450,48,24
0,0,250,4,5,6,1,0,9800,2050,998,125
3,3,47,1,1,1,0,1,2200,400,0,33
2,2,170,4,3,9,0,0,2700,744,296,36
0,0,45,1,1,1,0,0,1240,300,0,16
0,0,42,1,1,15,1,0,3500,686,123,45
0,0,164,4,4,1,1,0,6000,1840,550,77
0,0,70,3,1,1,1,0,1020,700,200,13
3,3,100,4,3,8,1,0,2200,600,159,33
0,0,64,2,2,4,1,1,4500,1300,440,58
2,2,68,2,1,3,1,0,1200,320,27,16
2,2,75,2,2,14,0,0,2500,620,264,34
0,0,600,4,4,9,1,0,8500,7400,3368,108
0,0,63,2,2,15,0,0,1550,590,152,20
0,0,145,3,4,1,0,0,6000,1200,750,77
0,0,85,2,2,3,0,0,2800,1500,292,36
0,0,254,4,4,7,1,0,9000,3366,1800,115
3,3,350,4,4,1,1,1,9000,1,359,160
0,0,300,4,4,1,1,0,3500,0,584,53
2,2,296,4,3,1,1,0,13500,0,423,222
0,0,64,2,2,8,1,0,2800,450,30,36
0,0,133,3,2,6,1,0,2957,813,38,38
4,0,44,1,1,7,1,0,550,350,12,7
4,0,240,3,4,1,1,0,3000,0,250,46
3,3,70,3,2,4,1,0,2500,490,8,37
0,0,22,1,1,26,1,0,2050,302,45,26
3,3,50,1,1,1,1,0,950,350,50,14
3,3,67,3,2,4,1,0,2200,600,50,33
0,0,31,1,1,6,1,1,2300,430,0,30
1,1,90,2,1,1,1,1,3468,850,191,45
1,1,109,3,3,1,1,0,3800,2000,300,49
2,2,400,4,2,1,0,0,2500,0,74,41
0,0,300,4,5,1,1,1,14000,0,1167,211
4,0,284,4,3,4,1,0,6000,2340,483,77
3,3,70,2,1,3,1,1,2400,360,30,36
1,1,309,4,5,7,1,0,6500,2661,682,84
0,0,70,2,1,1,1,0,2100,0,134,32
0,0,360,3,4,10,1,0,10000,2300,584,127
0,0,30,1,1,10,0,0,1500,886,0,20
4,0,80,2,2,11,1,0,2200,832,171,28
2,2,133,4,4,6,0,0,7000,1500,800,94
0,0,38,1,1,14,0,1,2800,1620,279,36
0,0,73,2,2,7,1,0,3500,1100,100,45
0,0,155,3,4,4,1,0,2000,1500,150,26
0,0,63,2,2,15,1,0,3200,357,50,41
0,0,58,2,1,1,1,0,1400,0,0,18
0,0,48,1,1,9,0,1,3450,377,0,44
0,0,210,3,4,7,1,0,2790,1700,834,36
2,2,100,3,2,2,1,0,1600,340,183,22
0,0,94,3,2,1,1,0,3570,1337,140,46
0,0,94,3,3,3,1,1,5010,1220,395,64
0,0,76,3,1,4,1,0,2500,1200,267,32
0,0,192,3,3,13,1,0,7800,2100,634,99
0,0,217,3,4,1,1,0,6500,2884,0,83
0,0,68,2,1,5,1,0,1400,610,35,18
0,0,110,3,2,2,1,0,2400,1145,247,31
2,2,95,2,2,3,1,0,1600,660,164,22
0,0,900,4,6,1,1,0,15000,0,4417,226
0,0,34,1,1,5,0,0,1200,347,45,16
0,0,192,3,4,5,1,0,8000,2000,0,102
3,3,62,2,2,9,1,0,1800,350,75,27
0,0,180,3,3,1,1,0,3700,0,184,56
4,0,44,1,1,3,1,1,916,350,12,12
2,2,100,2,1,1,0,0,1700,250,116,23
1,1,140,3,3,24,0,0,1370,900,100,18
0,0,170,3,3,8,1,1,2800,1570,648,36
0,0,100,3,2,1,0,0,1600,0,150,25
0,0,75,3,2,4,1,0,1600,652,82,21
1,1,52,2,1,2,1,0,1200,200,43,16
4,0,999,5,7,1,1,0,14000,0,667,211
0,0,270,4,4,8,1,0,7000,2200,1500,89
2,2,50,2,1,1,1,0,930,160,60,13
4,0,200,3,3,1,1,0,2210,650,184,34
0,0,71,2,2,16,1,0,1920,430,100,25
0,0,500,5,4,1,1,0,13000,0,250,196
0,0,60,2,1,1,1,0,1080,0,94,17
0,0,110,2,1,8,1,0,1300,1100,84,17
0,0,210,3,3,1,1,0,3294,0,276,50
0,0,220,3,4,8,1,0,6000,2021,996,77
2,2,200,3,2,1,0,0,4000,0,204,66
0,0,130,3,4,2,1,0,4250,2300,502,54
0,0,65,2,2,7,1,1,4000,1037,245,51
0,0,96,3,2,17,1,0,3200,804,250,41
0,0,660,4,5,12,1,1,20000,4800,1750,254
1,1,107,3,2,7,1,1,3200,1460,270,42
1,1,105,3,2,1,1,0,2200,740,9,29
1,1,100,3,2,7,1,0,3290,900,109,43
0,0,287,3,4,1,1,1,9000,0,430,136
4,0,24,1,1,1,0,1,1180,230,9,15
0,0,22,1,1,1,0,0,976,0,0,15
0,0,70,1,1,1,0,0,2529,0,142,39
3,3,44,1,1,2,1,1,1500,250,17,22
0,0,150,3,2,1,0,0,2500,0,0,38
0,0,90,1,2,9,1,1,2900,998,220,37
0,0,200,4,4,8,1,1,2800,3000,830,36
0,0,320,8,4,1,1,0,10500,450,350,158
3,3,90,2,1,2,0,0,1700,550,110,25
0,0,240,4,4,9,1,0,2144,2500,834,28
0,0,154,4,3,21,1,0,7000,1684,1020,89
0,0,60,2,2,2,1,0,3230,2340,284,41
4,0,101,3,2,5,1,0,2380,780,91,31
3,3,140,3,4,1,0,0,3090,0,0,55
0,0,500,4,5,1,1,0,15000,0,1850,226
0,0,110,3,3,4,1,0,2350,1195,687,30
0,0,110,3,3,1,1,0,4800,0,50,73
2,2,90,2,2,3,1,0,2000,200,84,27
0,0,384,4,6,3,0,1,15000,3500,344,191
0,0,57,2,1,7,1,0,1500,570,67,20
0,0,160,3,3,5,1,1,1500,1650,419,20
0,0,39,1,1,8,1,0,1250,330,19,16
4,0,78,1,2,4,1,0,2290,0,143,30
3,3,36,1,1,1,1,0,762,0,15,14
4,0,70,2,1,1,1,0,1200,558,0,16
2,2,45,1,1,4,0,1,3200,300,0,43
0,0,200,3,4,1,1,0,8500,3500,1250,108
0,0,100,3,3,1,1,0,4300,0,120,65
0,0,42,1,1,14,0,0,5000,0,0,64
0,0,280,4,4,1,1,1,8000,3000,292,102
0,0,28,1,1,13,0,1,2800,615,42,36
0,0,30,1,1,1,0,1,1826,296,30,24
2,2,85,3,2,1,1,0,1500,337,88,20
4,0,83,1,1,4,0,0,1080,500,59,14
4,0,85,3,2,16,1,1,3300,550,150,42
2,2,90,3,2,3,1,0,1600,325,105,22
2,2,50,2,1,5,1,0,900,0,100,12
1,1,50,1,1,8,1,0,2900,600,134,38
2,2,300,3,2,1,0,0,6700,0,539,110
3,3,39,1,1,7,1,0,850,350,27,13
0,0,750,4,4,1,1,0,15000,0,2084,226
3,3,60,2,1,1,1,0,1100,222,46,17
1,1,68,2,1,4,0,0,1250,750,9,17
0,0,70,2,1,1,1,0,1250,230,50,16
0,0,90,2,2,6,1,1,6500,900,89,83
1,1,258,5,6,1,1,0,8700,0,670,133
0,0,200,2,2,1,1,0,4500,0,292,68
0,0,123,2,2,6,1,0,2990,1800,625,38
0,0,127,3,2,1,1,1,2150,220,67,33
2,2,180,4,2,1,1,0,1800,0,210,30
0,0,110,3,2,1,0,0,2900,0,384,44
1,1,70,2,2,7,1,1,1719,585,77,23
0,0,35,1,1,8,1,1,3000,720,130,39
0,0,219,3,2,1,1,0,2900,0,150,44
1,1,25,1,1,1,1,0,700,50,0,10
1,1,170,4,5,10,1,0,7100,1200,639,92
1,1,45,1,1,8,1,0,1570,900,98,21
2,2,420,4,4,1,0,0,7000,0,200,115
3,3,46,1,1,4,1,0,1040,0,48,16
0,0,145,3,3,1,1,1,5800,1088,250,74
2,2,59,2,2,2,1,0,1100,190,59,15
2,2,225,4,3,8,1,0,7500,1850,466,100
0,0,210,4,4,3,1,0,4675,2270,1110,60
3,3,76,1,1,1,1,0,1249,209,52,19
0,0,220,3,4,2,0,0,5150,2500,1250,66
0,0,109,3,2,7,1,0,2500,1746,134,32
2,2,95,2,1,3,1,0,1000,646,120,14
0,0,32,1,1,1,0,0,1500,280,50,20
0,0,480,4,6,9,1,0,15000,6660,3063,191
0,0,53,1,1,3,1,0,4390,694,200,56
0,0,40,1,1,1,0,0,780,0,17,12
0,0,50,1,1,4,1,1,3223,500,100,41
0,0,60,1,1,1,1,0,1300,0,255,20
3,3,64,2,2,7,0,0,1500,450,50,22
1,1,140,3,3,4,1,1,12000,2280,535,155
0,0,121,3,3,12,1,0,2040,800,334,26
4,0,43,1,1,4,1,1,2100,498,84,27
0,0,20,1,1,3,0,1,1360,1700,0,18
4,0,58,2,1,3,1,0,950,289,11,13
2,2,570,5,6,1,1,1,8330,0,873,137
0,0,88,2,1,2,1,0,2790,980,0,36
0,0,89,3,2,19,1,0,6000,900,184,77
3,3,47,1,1,1,0,1,2200,400,0,33
0,0,40,1,1,1,1,0,1100,0,50,17
1,1,40,1,1,1,1,1,1950,386,91,26
1,1,60,1,2,3,1,0,750,400,80,10
0,0,25,1,1,14,1,0,1650,257,0,21
3,3,50,2,1,13,1,0,1130,340,30,17
3,3,90,3,1,1,1,0,1130,145,55,17
0,0,173,3,3,2,1,0,2000,3000,825,26
4,0,91,3,2,12,1,0,2250,700,175,29
0,0,90,3,2,6,0,0,1200,1710,109,16
0,0,530,5,6,2,1,1,15000,8300,5000,191
2,2,155,1,4,4,0,0,2790,1117000,64,38
0,0,40,1,1,1,0,0,1300,0,0,17
0,0,296,4,5,3,1,0,15000,0,0,191
0,0,87,3,2,17,1,0,1400,850,200,18
0,0,300,3,3,1,1,0,5000,0,584,76
0,0,136,3,3,13,1,0,4206,1430,364,54
0,0,52,2,1,4,1,0,1340,0,0,17
3,3,94,2,2,8,1,0,2900,600,230,43
1,1,300,4,5,7,1,0,12750,3850,750,165
1,1,100,3,3,3,1,0,3229,850,100,42
0,0,500,4,6,1,1,0,7300,6466,2536,110
0,0,240,3,4,3,1,1,4950,3600,1000,63
2,2,308,2,3,1,1,0,2000,0,171,33
0,0,350,4,5,15,1,1,4590,2700,1334,59
0,0,75,2,2,2,1,0,1450,570,0,19
0,0,155,3,2,4,1,1,11700,2600,667,149
0,0,260,3,5,12,1,0,6000,2227,1468,77
0,0,80,2,2,1,0,0,1500,0,184,23
1,1,85,3,1,6,1,0,1998,810,87,26
0,0,120,2,2,22,0,1,3500,1400,375,45
0,0,100,2,2,1,1,0,1970,0,0,30
0,0,240,4,5,6,0,0,3500,1869,717,45
0,0,360,7,6,1,1,0,5270,0,245,80
0,0,42,1,1,1,0,0,1100,0,0,17
0,0,33,1,1,14,1,1,2800,600,112,36
1,1,48,1,1,1,0,0,1020,626,53,14
1,1,36,1,1,5,1,0,1130,350,42,15
0,0,270,6,3,1,1,0,4500,0,417,68
4,0,75,2,1,2,1,0,1200,670,121,16
1,1,46,2,1,3,0,0,1600,270,0,21
0,0,350,3,3,1,0,0,10000,0,1292,151
3,3,131,3,3,10,1,1,1750,1625,121,26
4,0,90,3,2,3,1,0,1300,920,129,17
1,1,26,1,1,4,0,0,1650,390,120,22
1,1,44,1,1,3,1,1,1100,400,14,15
0,0,70,2,2,1,1,0,1880,0,0,29
2,2,40,1,1,1,0,0,900,0,0,15
2,2,320,4,2,1,1,0,3200,0,206,53
0,0,213,2,2,1,1,0,5150,0,0,78
0,0,80,2,1,1,0,0,1100,0,0,14
4,0,70,1,1,6,1,0,800,500,30,11
1,1,60,2,1,5,1,0,1500,690,25,20
0,0,270,4,4,5,1,0,12850,4500,1834,163
1,1,70,2,1,3,1,0,1300,800,44,17
3,3,300,6,2,1,1,0,6000,0,242,107
0,0,220,4,5,14,1,1,12000,2050,750,153
3,3,64,2,2,7,1,0,1600,450,34,24
1,1,80,3,3,7,0,0,1470,1100,0,19
0,0,56,1,1,9,1,1,2500,625,81,32
0,0,161,4,3,1,1,0,10000,1450,467,127
0,0,35,1,1,1,1,0,1350,350,0,18
0,0,720,4,6,1,1,1,12750,0,2613,192
0,0,280,4,5,6,0,0,3200,2500,750,41
3,3,96,3,2,2,1,0,2100,408,84,31
4,0,236,3,4,10,1,0,11000,1600,440,140
0,0,81,3,2,4,1,0,1510,204,0,20
0,0,62,2,1,1,1,0,1650,580,92,21
2,2,125,3,2,2,1,0,1200,150,69,16
0,0,37,1,1,6,1,1,4150,890,110,53
0,0,60,2,2,11,1,0,4000,1680,200,51
0,0,230,4,2,1,1,0,5000,3600,1551,64
0,0,210,4,5,1,1,1,8500,3800,0,108
0,0,450,4,3,1,1,0,14000,0,175,211
0,0,234,3,5,1,1,1,3680,0,400,56
2,2,135,4,3,2,0,0,2450,868,308,33
0,0,395,4,5,1,1,0,6000,0,122,91
3,3,92,2,2,2,1,0,1700,450,67,25
0,0,412,3,5,21,1,0,3952,2000,459,51
0,0,42,1,1,27,1,0,5300,560,100,68
0,0,33,1,1,12,0,1,3000,385,125,39
3,3,28,2,1,1,1,0,600,0,0,11
0,0,190,4,4,1,0,0,4450,0,223,67
0,0,165,4,3,10,1,1,6300,2440,1292,80
3,3,44,1,1,5,1,0,1200,355,20,18
0,0,60,2,1,4,1,0,1275,603,109,17
0,0,380,3,3,1,1,0,11000,3580,1084,140
1,1,73,2,1,4,1,0,830,375,120,11
2,2,19,1,1,5,1,0,1100,620,85,15
4,0,230,3,5,6,1,0,7500,1800,0,96
3,3,37,1,1,2,1,0,2500,500,0,37
0,0,124,3,2,7,1,0,6600,1450,300,84
1,1,115,3,2,8,1,1,2680,1090,114,35
4,0,600,3,3,1,1,0,5500,0,384,83
1,1,700,5,5,1,1,1,15000,1380,1667,229
3,3,35,1,1,1,1,0,815,100,17,12
2,2,15,1,1,3,0,1,1100,0,0,15
4,0,80,3,2,2,1,0,1450,570,125,19
3,3,48,1,1,4,1,0,700,200,38,11
2,2,96,3,2,2,1,0,1500,922,137,20
0,0,150,3,2,7,1,1,6715,1843,340,86
2,2,105,3,2,2,0,0,3300,1681,390,44
2,2,204,4,4,22,0,1,10000,2701,760,134
1,1,125,3,1,11,1,0,2600,1317,170,33
1,1,50,2,1,3,0,0,2300,490,50,30
0,0,250,3,4,1,0,0,3740,0,234,57
0,0,300,3,4,7,1,1,2000,3000,1250,26
0,0,80,2,1,1,1,0,1500,0,55,23
1,1,130,3,4,2,0,0,1400,1200,334,19
0,0,120,2,3,2,1,0,3300,904,195,42
0,0,540,3,3,9,1,0,15000,6200,3500,191
0,0,23,1,1,23,1,0,2100,392,41,27
0,0,15,1,1,1,0,1,2500,0,0,32
0,0,72,1,2,19,1,0,4000,900,200,51
1,1,95,3,2,7,1,0,2300,985,122,30
0,0,330,4,5,13,1,0,10000,2870,1119,127
0,0,75,2,2,7,0,1,6600,1600,400,84
0,0,53,1,1,4,1,0,4398,690,200,56
0,0,178,3,2,2,0,0,1900,1200,180,25
0,0,150,3,2,1,1,0,4000,0,24,61
0,0,50,2,1,4,1,0,1200,520,30,16
0,0,150,3,2,1,0,0,2500,0,59,38
3,3,25,1,1,1,1,1,984,286,11,15
0,0,210,3,4,13,0,0,12000,3150,1155,153
2,2,75,3,2,4,1,0,1500,600,75,20
2,2,200,2,4,12,1,0,15000,1897,827,200
0,0,350,4,4,1,1,0,8000,0,989,121
3,3,49,2,1,7,1,0,1150,360,30,17
3,3,40,1,1,4,0,1,2000,0,0,30
0,0,45,1,1,2,0,1,4200,1900,350,54
0,0,46,1,1,8,0,1,7600,900,118,97
0,0,80,2,2,15,1,0,11000,2000,0,140
0,0,30,1,1,3,1,1,2850,400,0,37
0,0,80,2,2,1,1,0,2200,50,173,34
1,1,105,2,2,10,1,0,1530,1780,134,20
2,2,105,3,2,7,1,0,2000,1170,219,27
0,0,114,3,1,1,1,0,2570,0,150,39
0,0,200,3,3,1,1,0,7000,0,425,106
3,3,120,3,3,5,1,0,3000,800,167,44
0,0,60,2,2,11,1,0,4000,647,21,51
0,0,90,2,1,1,1,0,3000,1000,50,39
1,1,53,2,1,3,0,0,1800,535,50,24
0,0,80,2,2,1,1,0,3000,0,59,46
4,0,87,4,2,4,1,0,1600,784,106,21
1,1,110,3,1,1,1,0,5000,557,188,65
2,2,113,4,2,3,1,0,4000,1587,429,54
0,0,170,3,2,5,0,0,5000,2199,423,64
0,0,150,3,2,1,0,0,3000,700,42,39
3,3,60,2,2,11,1,0,1500,469,51,22
3,3,43,1,1,4,0,1,2100,290,66,31
0,0,130,3,2,4,1,1,3500,800,0,45
0,0,69,3,2,7,1,1,1900,650,185,25
4,0,306,3,2,1,1,0,2500,0,422,38
0,0,187,3,2,1,1,0,3500,500,193,53
0,0,385,3,4,1,1,0,9000,0,1500,136
0,0,355,4,4,1,1,0,7300,0,660,110
3,3,90,2,1,2,1,0,1100,405,380,17
0,0,190,3,4,1,1,0,5000,0,275,76
4,0,181,2,1,1,1,0,1400,0,132,22
0,0,350,3,5,13,1,0,3490,4000,1750,45
2,2,168,5,3,2,1,0,2900,1443,408,39
1,1,73,2,1,1,1,0,2800,1600,204,37
0,0,378,5,5,4,1,0,3000,4000,2000,39
4,0,60,2,1,1,1,0,1300,0,180,20
2,2,362,4,5,19,0,0,15000,4138,1975,200
0,0,90,3,2,1,1,0,1700,0,136,26
1,1,42,1,1,4,0,1,1973,500,79,26
1,1,56,2,1,18,1,0,1000,568,88,13
0,0,16,1,1,1,0,0,850,0,30,11
0,0,90,2,2,15,0,1,10000,1400,0,127
2,2,67,1,1,13,1,0,850,375,55,12
0,0,488,4,3,1,1,0,6400,14130,1214,82
1,1,30,1,1,10,1,0,1100,850,60,15
0,0,290,6,3,1,1,0,8000,0,1525,121
0,0,266,3,3,10,1,0,6400,4700,1500,82
4,0,47,2,1,4,1,0,900,260,25,12
1,1,590,6,6,1,1,1,8000,750,975,122
0,0,900,4,9,1,1,0,15000,0,5700,226
0,0,86,2,1,1,1,0,2200,0,110,34
0,0,290,3,3,1,1,1,15000,0,1000,226
3,3,84,3,2,4,1,0,3300,750,100,49
0,0,160,3,1,1,1,0,5000,0,225,76
0,0,37,1,1,3,0,1,3500,470,127,45
4,0,73,3,1,4,1,0,850,308,46,11
0,0,350,4,5,17,1,1,15000,2400,2400,191
1,1,57,1,1,2,1,0,1100,200,10,15
4,0,48,1,1,9,1,0,650,350,21,9
1,1,30,1,1,8,1,0,800,390,25,11
4,0,198,6,3,1,1,0,2000,0,145,31
3,3,47,1,1,2,0,0,1000,300,59,15
3,3,60,2,1,3,1,0,800,250,22,12
0,0,230,3,3,9,1,1,5000,1700,109,64
2,2,90,2,1,1,0,0,1520,0,0,25
1,1,129,3,2,8,1,1,3255,1200,167,42
0,0,240,4,4,22,1,0,6672,1980,417,85
3,3,55,1,1,14,1,0,1020,700,29,15
3,3,52,1,1,1,1,0,1200,150,42,18
0,0,250,3,4,8,1,0,6000,1610,1089,77
0,0,200,3,2,19,1,0,10000,2573,1121,127
2,2,312,4,3,1,1,0,2300,1498,463,31
0,0,230,5,5,1,1,0,9900,0,620,149
0,0,72,2,2,9,1,0,2480,750,209,32
0,0,55,2,1,5,1,1,2400,620,24,31
1,1,72,2,2,2,0,1,3600,914,133,47
0,0,50,2,1,1,1,0,1200,0,83,19
0,0,17,1,1,1,1,0,2700,0,5,35
2,2,160,3,3,4,1,0,2400,150,263,32
0,0,214,4,4,5,1,0,6520,2638,1187,83
1,1,65,1,1,1,1,0,1800,300,30,24
0,0,136,3,2,10,0,1,6500,1300,267,47
3,3,70,2,2,6,1,0,1900,440,57,28
3,3,38,1,1,2,1,0,650,340,350,10
0,0,450,8,5,1,1,0,8000,0,1000,121
1,1,67,2,1,2,1,0,2200,1217,130,29
0,0,20,1,1,1,0,0,1100,0,35,14
0,0,41,1,1,12,1,0,1530,290,60,20
0,0,50,2,1,7,1,0,1550,500,7,20
0,0,205,3,3,1,1,0,5525,0,575,84
0,0,100,3,2,1,1,0,3300,0,500,50
0,0,190,3,4,16,1,1,15000,2849,1160,191
2,2,45,2,1,1,1,0,1350,0,0,23
4,0,57,1,1,2,1,0,800,605,66,11
3,3,88,1,2,3,1,0,1600,340,40,24
0,0,70,1,1,10,1,1,3400,459,80,44
0,0,76,2,2,11,1,1,2800,646,0,36
1,1,36,1,1,10,1,0,1370,450,29,18
3,3,61,2,2,11,1,0,2500,445,42,37
0,0,280,4,3,1,1,1,12500,0,706,188
0,0,480,5,6,1,1,0,5000,0,1000,76
4,0,45,1,1,17,1,1,1950,0,0,25
0,0,42,1,1,9,1,1,1500,1290,184,20
3,3,62,2,1,4,1,0,736,352,28,11
0,0,38,2,1,2,1,0,1500,90,0,20
0,0,44,1,1,8,0,1,2400,578,0,31
0,0,75,3,2,11,1,0,2800,630,167,36
1,1,66,2,1,2,1,0,1250,650,0,17
0,0,125,3,3,1,1,0,2800,0,38,43
4,0,62,2,1,7,1,0,1500,609,90,20
0,0,77,2,1,5,1,0,3100,1148,464,40
0,0,136,2,4,7,1,0,4800,1540,242,61
0,0,200,4,2,5,1,0,5000,2115,328,64
0,0,35,1,1,1,0,0,1305,250,0,17
0,0,250,4,3,1,1,1,4500,10,100,68
0,0,90,2,2,1,1,1,4100,0,0,62
4,0,72,2,2,7,1,0,850,480,9,11
0,0,168,3,3,16,1,0,3500,1675,184,45
3,3,360,3,4,5,1,1,13200,4000,500,193
4,0,38,1,1,9,1,0,740,500,30,10
0,0,23,1,1,26,1,0,2300,487,59,30
3,3,440,3,3,7,0,0,10500,100,84,154
0,0,120,3,3,9,1,1,3500,1200,109,45
1,1,90,2,2,5,1,0,2500,830,84,33
3,3,125,4,2,7,1,0,1632,1006,150,14
0,0,200,3,4,6,1,1,5058,1800,1200,65
0,0,190,3,3,5,1,0,3260,1800,292,42
2,2,123,3,2,3,1,0,2600,363,143,35
4,0,53,2,1,1,1,0,2000,284,41,26
1,1,70,2,1,2,1,0,2180,560,60,29
0,0,90,2,2,17,1,1,12200,1500,454,155
0,0,95,3,2,1,1,0,1590,0,0,24
4,0,74,3,1,4,1,0,900,474,40,12
0,0,64,1,1,15,0,0,3600,620,0,46
0,0,155,4,5,14,0,0,6000,1850,625,77
1,1,125,3,1,3,0,0,2200,1000,159,29
0,0,40,1,1,9,1,1,1580,350,25,21
3,3,350,3,2,1,1,1,6522,0,492,116
2,2,417,3,5,1,1,0,7650,0,450,126
3,3,350,4,4,1,1,0,6000,0,192,107
0,0,40,1,1,8,0,0,2800,440,100,36
0,0,30,1,1,15,0,1,3500,668,127,45
0,0,142,3,4,4,1,0,4500,1100,375,58
3,3,110,3,3,5,1,1,4000,1300,300,59
0,0,100,4,4,1,1,0,10000,0,9,151
0,0,377,5,4,1,1,0,8000,0,900,121
0,0,230,2,3,17,1,1,8000,2575,633,102
0,0,35,1,1,5,0,1,1800,450,91,7
0,0,32,1,1,16,1,0,2900,533,0,37
0,0,74,2,1,5,1,0,2024,569,71,8
0,0,147,2,3,19,1,0,1200,2600,375,16
0,0,35,1,1,3,1,1,2500,480,60,32
1,1,26,1,1,7,1,1,1500,630,84,20
0,0,70,2,2,5,1,1,1700,517,5,22
0,0,150,3,3,19,1,1,2800,1800,740,36
0,0,200,3,3,1,1,0,8000,0,292,121
4,0,60,1,1,14,1,0,1100,583,49,14
0,0,250,4,5,2,1,0,2550,1700,334,33
0,0,44,1,2,12,0,1,3300,3300,126,42
0,0,250,7,5,1,1,1,6000,0,0,91
0,0,157,3,2,7,1,0,4500,1325,347,58
0,0,97,2,2,1,1,0,5600,1200,0,71
2,2,548,4,7,17,1,0,15000,5905,2484,200
0,0,28,1,1,1,1,0,1325,0,0,17
0,0,250,3,4,1,1,1,10000,2000,1667,127
2,2,193,4,2,1,1,0,8900,0,255,146
2,2,428,5,5,1,1,1,9600,0,667,158
0,0,50,2,1,2,0,0,950,200,0,13
0,0,135,2,3,5,0,0,12300,2000,542,156
1,1,103,2,2,8,1,0,1600,530,221,21
4,0,103,3,2,2,1,0,1360,1500,292,18
0,0,80,3,2,1,1,0,1500,740,150,20
0,0,160,3,3,10,1,0,4000,1229,390,51
0,0,238,4,3,24,1,0,10200,2980,1816,130
