cidade,estado,area,num_quartos,num_banheiros,num_andares,aceita_animais,mobilia,valor_aluguel,valor_condominio,valor_iptu,valor_seguro_incendio,num_pca_0,num_pca_1,valor_pca_0,valor_pca_1,cluster
0,0,63.0,2,2,15,1,0,3200.0,357.0,50.0,41,-0.3082052331360831,1.8421771799593052,-0.46764821678567314,-0.00944806912402265,0
0,0,48.0,1,1,9,0,1,3450.0,377.0,0.0,44,-1.4841437997044358,0.7340777414302672,-0.4729995826332601,-0.008485690343133928,0
0,0,94.0,3,2,1,1,0,3570.0,1337.0,140.0,46,0.13646399115956406,-0.9928172201154293,-0.29643545966011425,0.0323361834424193,0
0,0,217.0,3,4,1,1,0,6500.0,2884.0,0.0,83,1.1527975141831748,-0.965459339859093,0.12623493907287409,0.0796056554167211,5
0,0,68.0,2,1,5,1,0,1400.0,610.0,35.0,18,-0.9279232850283385,-0.13620920940666506,-0.8273184287362825,0.03963556136401256,0
0,0,110.0,3,2,2,1,0,2400.0,1145.0,247.0,31,0.14761912019760906,-0.796346475191649,-0.4147489016238367,0.03408461450798439,0
2,2,95.0,2,2,3,1,0,1600.0,660.0,164.0,22,-0.4420667815926232,-0.5154717591260576,-0.6364808172190474,0.026031991339247423,0
0,0,900.0,4,6,1,1,0,15000.0,0.0,4417.0,226,2.769972068035062,-1.0225054307445682,6.727762885708253,-0.6597985602258478,1
0,0,34.0,1,1,5,0,0,1200.0,347.0,45.0,16,-1.5287643158566158,-0.05180523826485377,-0.8486270696215233,0.026540577887258547,0
0,0,180.0,3,3,1,1,0,3700.0,0.0,184.0,56,0.6446307526713694,-0.9791382799872611,-0.10846138219849254,-0.06282908928447378,5
4,0,44.0,1,1,3,1,1,916.0,350.0,12.0,12,-1.5510745739327056,-0.4447467281124143,-0.9421198474750541,0.03523502056474024,0
2,2,100.0,2,1,1,0,0,1700.0,250.0,116.0,23,-0.9725438011805185,-0.922092189101786,-0.6720878453158221,0.004938332915544938,0
0,0,170.0,3,3,8,1,1,2800.0,1570.0,648.0,36,0.7227166559376844,0.3961569344792006,0.06808857590444002,0.01808363746955034,0
0,0,75.0,3,2,4,1,0,1600.0,652.0,82.0,21,0.16992937827369908,-0.40340498534408853,-0.7344729889661004,0.033819238246698975,0
1,1,52.0,2,1,2,1,0,1200.0,200.0,43.0,16,-0.9613886721424735,-0.7256214441780058,-0.8514043396931918,0.01823445258366422,0
4,0,999.0,5,7,1,1,0,14000.0,0.0,667.0,211,3.878979860375145,-1.0932304617582114,2.7103394983883478,-0.32702755587606963,3
2,2,50.0,2,1,1,1,0,930.0,160.0,60.0,13,-0.9725438011805185,-0.922092189101786,-0.8795244080836697,0.018856927739721523,0
0,0,71.0,2,2,16,1,0,1920.0,430.0,100.0,25,-0.2970501040980381,2.0386479248830853,-0.6572724942314865,0.013747515778858887,0
0,0,60.0,2,1,1,1,0,1080.0,0.0,94.0,17,-0.9725438011805185,-0.922092189101786,-0.7858267352933276,0.0010311661329265548,0
0,0,210.0,3,3,1,1,0,3294.0,0.0,276.0,50,0.6446307526713694,-0.9791382799872611,-0.1056426167674925,-0.06178489195244041,0
0,0,220.0,3,4,8,1,0,6000.0,2021.0,996.0,77,1.2308834174494898,0.40983587460736864,1.038722532451504,-0.04407856460275266,5
2,2,200.0,3,2,1,0,0,4000.0,0.0,204.0,66,0.13646399115956406,-0.9928172201154293,0.062110738772173275,-0.07894826789734692,5
0,0,65.0,2,2,7,1,1,4000.0,1037.0,245.0,51,-0.39744626544044315,0.2704112205690635,-0.11662858170819938,-0.0008939891469172828,0
0,0,96.0,3,2,17,1,0,3200.0,804.0,250.0,41,0.31494605576828416,2.150714698665054,-0.26311794554668216,-0.0002771469015410046,0
0,0,660.0,4,5,12,1,1,20000.0,4800.0,1750.0,254,2.3845117259417523,1.1249938232888463,4.476590093709655,-0.20240818038918765,3
1,1,107.0,3,2,7,1,1,3200.0,1460.0,270.0,42,0.2033947653878341,0.1860072494272522,-0.22449070257053452,0.03442492407754375,0
1,1,100.0,3,2,7,1,0,3290.0,900.0,109.0,43,0.2033947653878341,0.1860072494272522,-0.375130659445082,0.014060235826125185,0
0,0,287.0,3,4,1,1,1,9000.0,0.0,430.0,136,1.1527975141831748,-0.965459339859093,1.3430765016163757,-0.19891663978235688,3
4,0,24.0,1,1,1,0,1,1180.0,230.0,9.0,15,-1.5733848320087958,-0.8376882179599747,-0.9006650359917386,0.02422991407423228,0
0,0,22.0,1,1,1,0,0,976.0,0.0,0.0,15,-1.5733848320087958,-0.8376882179599747,-0.9109467693067488,0.01172094305946413,0
0,0,70.0,1,1,1,0,0,2529.0,0.0,142.0,39,-1.5733848320087958,-0.8376882179599747,-0.4065233753881167,-0.03476284642445939,0
3,3,44.0,1,1,2,1,1,1500.0,250.0,17.0,22,-1.5622297029707508,-0.6412174730361945,-0.7872288813292325,0.014596876296658986,0
0,0,150.0,3,2,1,0,0,2500.0,0.0,0.0,38,0.13646399115956406,-0.9928172201154293,-0.565144869426298,-0.021537242245896385,0
0,0,200.0,4,4,8,1,1,2800.0,3000.0,830.0,36,1.831724448277767,0.3254319034655574,0.25946595302052555,0.08540088066267956,5
0,0,320.0,8,4,1,1,0,10500.0,450.0,350.0,158,4.1570026683245604,-1.3874791955681496,1.5952606502370434,-0.1981576234982535,3
0,0,240.0,4,4,9,1,0,2144.0,2500.0,834.0,28,1.842879577315812,0.5219026483893375,0.14066395915124238,0.06782067956164332,0
0,0,154.0,4,3,21,1,0,7000.0,1684.0,1020.0,89,1.4685743642605469,2.865872647346532,1.2416784033717445,-0.08284386350581094,5
0,0,60.0,2,2,2,1,0,3230.0,2340.0,284.0,41,-0.4532219106306682,-0.7119425040498377,-0.22084987153160957,0.085426508367548,0
4,0,101.0,3,2,5,1,0,2380.0,780.0,91.0,31,0.18108450731174408,-0.20693424042030828,-0.5743664277812173,0.025989573720933114,0
3,3,140.0,3,4,1,0,0,3090.0,0.0,0.0,55,1.1527975141831748,-0.965459339859093,-0.30955216081900827,-0.04611937921072807,0
0,0,110.0,3,3,4,1,0,2350.0,1195.0,687.0,30,0.6780961397855044,-0.3897260452159204,0.015389324430192844,0.0019121101621879851,0
0,0,110.0,3,3,1,1,0,4800.0,0.0,50.0,73,0.6446307526713694,-0.9791382799872611,0.01163408512230167,-0.07629526934562729,5
2,2,90.0,2,2,3,1,0,2000.0,200.0,84.0,27,-0.4420667815926232,-0.5154717591260576,-0.6445627112191653,-0.0010727870335550827,0
0,0,384.0,4,6,3,0,1,15000.0,3500.0,344.0,191,2.7922823261111525,-0.6295639408970077,2.101007533827846,-0.0695978396869056,3
0,0,160.0,3,3,5,1,1,1500.0,1650.0,419.0,20,0.6892512688235494,-0.1932553002921402,-0.4036171432579854,0.06482707034796115,0
0,0,39.0,1,1,8,1,0,1250.0,330.0,19.0,16,-1.4952989287424807,0.5376069965064869,-0.8750048831668835,0.02771764618401685,0
4,0,78.0,1,2,4,1,0,2290.0,0.0,143.0,30,-1.0317526833828554,-0.23459704306046594,-0.5408259888554218,-0.021831728815932403,0
3,3,36.0,1,1,1,1,0,762.0,0.0,15.0,14,-1.5733848320087958,-0.8376882179599747,-0.9108140328823944,0.01192262758222511,0
4,0,70.0,2,1,1,1,0,1200.0,558.0,0.0,16,-0.9725438011805185,-0.922092189101786,-0.8930462773038622,0.0424340886784561,0
0,0,280.0,4,4,1,1,1,8000.0,3000.0,292.0,102,1.753638545011452,-1.0498633110009044,0.7077557449944423,0.034594086336107596,5
0,0,28.0,1,1,13,0,1,2800.0,615.0,42.0,36,-1.4395232835522556,1.519960721125388,-0.5495869631603287,0.01331489648602239,0
0,0,30.0,1,1,1,0,1,1826.0,296.0,30.0,24,-1.5733848320087958,-0.8376882179599747,-0.7437776616865542,0.013277559480720952,0
2,2,85.0,3,2,1,1,0,1500.0,337.0,88.0,20,0.13646399115956406,-0.9928172201154293,-0.7450585060668079,0.016613155943870167,0
4,0,83.0,1,1,4,0,0,1080.0,500.0,59.0,14,-1.5399194448946607,-0.24827598318863403,-0.8637546354737056,0.037089057828519546,0
2,2,90.0,3,2,3,1,0,1600.0,325.0,105.0,22,0.15877424923565409,-0.5998757302678688,-0.6978604535035954,0.01161931178913,0
2,2,50.0,2,1,5,1,0,900.0,0.0,100.0,12,-0.9279232850283385,-0.13620920940666506,-0.854934020699676,0.007763477003103041,0
1,1,50.0,1,1,8,1,0,2900.0,600.0,134.0,38,-1.4952989287424807,0.5376069965064869,-0.42656630901002496,0.0019265359856370401,0
2,2,300.0,3,2,1,0,0,6700.0,0.0,539.0,110,0.13646399115956406,-0.9928172201154293,1.0623879113249266,-0.17036251465375374,5
0,0,750.0,4,4,1,1,0,15000.0,0.0,2084.0,226,1.753638545011452,-1.0498633110009044,4.368695244503819,-0.466264773238675,3
3,3,60.0,2,1,1,1,0,1100.0,222.0,46.0,17,-0.9725438011805185,-0.922092189101786,-0.8332229724522635,0.017807503441735078,0
1,1,68.0,2,1,4,0,0,1250.0,750.0,9.0,17,-0.9390784140663835,-0.3326799543304453,-0.8679248289882111,0.05130700174457271,0
0,0,70.0,2,1,1,1,0,1250.0,230.0,50.0,16,-0.9725438011805185,-0.922092189101786,-0.8441720596396473,0.01938275502456102,0
1,1,258.0,5,6,1,1,0,8700.0,0.0,670.0,133,3.3708130988633394,-1.1069094018863794,1.5406535321645634,-0.21448779215599365,3
0,0,200.0,2,2,1,1,0,4500.0,0.0,292.0,68,-0.4643770396687132,-0.908413248973618,0.18116373213097528,-0.08914031541028695,5
0,0,123.0,2,2,6,1,0,2990.0,1800.0,625.0,38,-0.40860139447848814,0.07394047564528326,0.07608248948586817,0.03035514924332904,0
0,0,127.0,3,2,1,1,1,2150.0,220.0,67.0,33,0.13646399115956406,-0.9928172201154293,-0.5714407578297661,-0.007185944197717196,0
2,2,180.0,4,2,1,1,0,1800.0,0.0,210.0,30,0.7373050219878412,-1.0772211912572405,-0.473077368212174,-0.027389707267771488,0
0,0,110.0,3,2,1,0,0,2900.0,0.0,384.0,44,0.13646399115956406,-0.9928172201154293,-0.08664507625750792,-0.062067973056667114,0
1,1,70.0,2,2,7,1,1,1719.0,585.0,77.0,23,-0.39744626544044315,0.2704112205690635,-0.7098032063900545,0.027480592887755353,0
0,0,35.0,1,1,8,1,1,3000.0,720.0,130.0,39,-1.4952989287424807,0.5376069965064869,-0.4149598737416221,0.007728294564989572,0
0,0,219.0,3,2,1,1,0,2900.0,0.0,150.0,44,0.13646399115956406,-0.9928172201154293,-0.32325966178765686,-0.04265652592636346,0
1,1,25.0,1,1,1,1,0,700.0,50.0,0.0,10,-1.5733848320087958,-0.8376882179599747,-0.9858643187735683,0.02183262793783912,0
1,1,170.0,4,5,10,1,0,7100.0,1200.0,639.0,92,2.362201467865662,0.7320523334412858,0.8990403200086519,-0.08347038958836958,5
1,1,45.0,1,1,8,1,0,1570.0,900.0,98.0,21,-1.4952989287424807,0.5376069965064869,-0.7170206019801412,0.04678491699965969,0
2,2,420.0,4,4,1,0,0,7000.0,0.0,200.0,115,1.753638545011452,-1.0498633110009044,0.7947744403999093,-0.14947084306926733,5
2,2,59.0,2,2,2,1,0,1100.0,190.0,59.0,15,-0.4532219106306682,-0.7119425040498377,-0.8503117851452304,0.017776853285238748,0
2,2,225.0,4,3,8,1,0,7500.0,1850.0,466.0,100,1.3235576867659617,0.3117529633373893,0.8477243318886052,-0.043225876220533366,5
3,3,76.0,1,1,1,1,0,1249.0,209.0,52.0,19,-1.5733848320087958,-0.8376882179599747,-0.7971529632877359,0.013668530320031682,0
0,0,109.0,3,2,7,1,0,2500.0,1746.0,134.0,32,0.2033947653878341,0.1860072494272522,-0.510890180745311,0.07664987843442,0
2,2,95.0,2,1,3,1,0,1000.0,646.0,120.0,14,-0.9502335431044285,-0.5291506992542256,-0.8013232678301645,0.04044321100651281,0
0,0,32.0,1,1,1,0,0,1500.0,280.0,50.0,20,-1.5733848320087958,-0.8376882179599747,-0.783775822196725,0.01648036739214275,0
0,0,53.0,1,1,3,1,0,4390.0,694.0,200.0,56,-1.5510745739327056,-0.4447467281124143,-0.088718547992732,-0.024159140747672458,5
0,0,40.0,1,1,1,0,0,780.0,0.0,17.0,12,-1.5733848320087958,-0.8376882179599747,-0.9388614164219082,0.014648733891202205,0
3,3,64.0,2,2,7,0,0,1500.0,450.0,50.0,22,-0.39744626544044315,0.2704112205690635,-0.7528330513522343,0.023385942900276437,0
1,1,140.0,3,3,4,1,1,12000.0,2280.0,535.0,155,0.6780961397855044,-0.3897260452159204,1.746621164797043,-0.10369806408485088,3
